Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),dataset,row_number,quality_issues,Work,Work ID,IDA,Hon'ble Members of Parliament,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),Calamity Type,Calamity Name,Date of Consent,Consent Amount ( ₹ ),Work Category,Work Description,Image,Completion Date,Amount Disbursed ( ₹ ),Work category,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,WORK,Elected/Nominated,RECOMMENDED AMOUNT   ( ₹ )
21567,Uttar Pradesh,,,,Works_Recommended.csv,21568,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near Guddu Singh's house at Rithora turn in village Gaharra Kala.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21568,Uttar Pradesh,,,,Works_Recommended.csv,21569,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED high Mast Light Gram Simriya chaurahe ke pas.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21569,Uttar Pradesh,,,,Works_Recommended.csv,21570,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Gram Deorahat ke Chaurahe par.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21570,Uttar Pradesh,,,,Works_Recommended.csv,21571,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Shri Amar Singh Nishad ji ke makan ke pas.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21571,Uttar Pradesh,,,,Works_Recommended.csv,21572,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Ram Janki Param dham thakur dwar ke pas.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21572,Uttar Pradesh,,,,Works_Recommended.csv,21573,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Chaurahe ke pas,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21574,Rajasthan,,,,Works_Recommended.csv,21575,MISSING_OR_BLANK,,,KARAULI(DISTRICT COLLECTOR KARAULI_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),,,,,,,,,,,,,,Trust and Society,Vidya Bharti Sansthan Karauli dwara Sanchalit Uchh Madhymik Adarsh Vidya Mandir Nadoti me Meeting Hall Nirman Kary,26-Jun-26,,,,NA-Construction of rooms and halls in school and colleges,Elected MP,1500000
21575,Uttar Pradesh,,,,Works_Recommended.csv,21576,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Kali Mata Mandir ke pas. Gram Durauli,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21576,Uttar Pradesh,,,,Works_Recommended.csv,21577,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Shri Sanjay Nishad ke makan ke samne tirahe par.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21577,Uttar Pradesh,,,,Works_Recommended.csv,21578,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Shri  Om Prakash Nishad ke makan ke pas. Gram Udi,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21578,Uttar Pradesh,,,,Works_Recommended.csv,21579,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Shri Rahul Nishad ke makan ke pas,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21579,Uttar Pradesh,,,,Works_Recommended.csv,21580,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near Ranveer Singh Pradhan's market in Majra Baha of Gram Panchayat Bagha Soniga.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21580,Uttar Pradesh,,,,Works_Recommended.csv,21581,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near Didar Singh Public Higher Secondary School in Gram Panchayat Jajau.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21581,Uttar Pradesh,,,,Works_Recommended.csv,21582,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near the house of Sonu Sharma son of Ramkhiladi Sharma in village Soura Saiya,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21582,Uttar Pradesh,,,,Works_Recommended.csv,21583,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light at Samra intersection of Vidhan Sabha Khandauli,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21583,Uttar Pradesh,,,,Works_Recommended.csv,21584,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near Khandauli Paithe Wali Gali of Vidhansabha Khandauli,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21584,Uttar Pradesh,,,,Works_Recommended.csv,21585,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation of summersebil  with tanki near the house of Prabhat Sikarwar in Mouza Chaugan of village Garhi Rami.,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21585,Uttar Pradesh,,,,Works_Recommended.csv,21586,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation of summer sabil with water tank  in Ward No. 41 Nirmal Sadan Balmik Basti.,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21586,Uttar Pradesh,,,,Works_Recommended.csv,21587,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation of summer sabil with tank near Jain temple in Chhiptola.,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21587,Uttar Pradesh,,,,Works_Recommended.csv,21588,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"Installation work of summer sabil with tanki  near Kali temple in Ward No. 41, Katra Garharian Koli Basti.",26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21588,Uttar Pradesh,,,,Works_Recommended.csv,21589,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation work of summer sabilwith tanki near Ward No. 41 Katra Gadhariyan Nageshwar Temple,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21589,Uttar Pradesh,,,,Works_Recommended.csv,21590,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"Installation work of summer sabil with tanki in Ward No. 41, Cheelgad Khatik Basti.",26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21590,Uttar Pradesh,,,,Works_Recommended.csv,21591,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation of summer sabil with tanki near Pakka Chabutara in Ward No. 41 Baluganj.,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21591,Uttar Pradesh,,,,Works_Recommended.csv,21592,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"Installation work of water pump with tank near Sunil Sikarwar's house in Ward No. 41, Tili Baluganj.",26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21592,Uttar Pradesh,,,,Works_Recommended.csv,21593,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Installation of summer sabil with tanki near Irfan Qureshi's house in Lohamandi Nauvasta Peer Babudwin.,26-Jun-26,,,,NA-Installing tube-wells and borewells,Elected MP,265000
21593,Uttar Pradesh,,,,Works_Recommended.csv,21594,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Indra Fauji's house to Arjun Singh's house in village Chhah Pokhar of Vikaskhand Achhnera.,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1042000
21594,Uttar Pradesh,,,,Works_Recommended.csv,21595,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Sarvajanik Sthal par. Gram- Musriya,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21595,Uttar Pradesh,,,,Works_Recommended.csv,21596,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Sarvajanik sthal par. Gram Pathar,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21596,Uttar Pradesh,,,,Works_Recommended.csv,21597,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Sarvajanik sthal par. Gram- Kaluatala,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21597,Uttar Pradesh,,,,Works_Recommended.csv,21598,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Prathmik Vidyalay evam Uchch Prathmik Vidyalay ke pas. Gram- Kaluatala,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21598,Uttar Pradesh,,,,Works_Recommended.csv,21599,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Shibbo Bhagat's house to Ganesh Bhagat's house in village Chhah Pokhar of Vikas Khand Achhnera.,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,914000
21599,Uttar Pradesh,,,,Works_Recommended.csv,21600,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"CC work from J.S. Gupta's house to the temple in Rajshree Garden, Dayalwag",26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,824000
21600,Uttar Pradesh,,,,Works_Recommended.csv,21601,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,High mask light work chhota park in Rajshree Garden Dayalbagh,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21601,Uttar Pradesh,,,,Works_Recommended.csv,21602,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,High mask light work near Sanjeev Yadav's house in Rajshree Garden Dayalwag,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21602,Uttar Pradesh,,,,Works_Recommended.csv,21603,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"CC work from 100 feet road to women's hostel in Nehru Enclave, Ward No. 77",26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1714000
21603,Uttar Pradesh,,,,Works_Recommended.csv,21604,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Alwatia Road main road to EuroKids School in Ward No. 18 Mannu Vihar Maruti Estate,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1079000
21604,Uttar Pradesh,,,,Works_Recommended.csv,21605,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Munnalal Diwakar's house to Ramavatar Prajapati's house in Ward No. 19 Shanti Nagar,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,837000
21605,Uttar Pradesh,,,,Works_Recommended.csv,21606,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Sarvajanik sthal par. Gram- Chapreta,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21606,Uttar Pradesh,,,,Works_Recommended.csv,21607,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Sarvajanik sthal par. Gram-Ganaha,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21607,Uttar Pradesh,,,,Works_Recommended.csv,21608,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Chaurahe ke nikat Sarvajanik sthal par,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21608,Uttar Pradesh,,,,Works_Recommended.csv,21609,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Pratap narayan makan ke samne Sarvajanik sthal,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21609,Uttar Pradesh,,,,Works_Recommended.csv,21610,MISSING_OR_BLANK,,,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Baburam Nishad (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,LED High Mast Light Kuan ke pas chaurahe ke nikat Sarvajanik sthal pr.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,242000
21610,Uttar Pradesh,,,,Works_Recommended.csv,21611,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Jitendra Chak house to Balveer Dharia's house in Deori Road in Ward No. 19 Shanti Nagar,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,669000
21611,Uttar Pradesh,,,,Works_Recommended.csv,21612,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Dr. Ramesh's house to Bhupendra's house in Khawaspura,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,434000
21612,Uttar Pradesh,,,,Works_Recommended.csv,21613,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work from Vishan ji's house to Hamid's house in Khawaspura,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,202000
21613,Uttar Pradesh,,,,Works_Recommended.csv,21614,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from Gajendra Yadav's house to Shankar Yadav's house via Devki Yadav's house in village Barauli Ahir,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1826000
21614,Uttar Pradesh,,,,Works_Recommended.csv,21615,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,CC work from CC road to cremation ground in village Mangraul Jat.,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1991000
21615,Uttar Pradesh,,,,Works_Recommended.csv,21616,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,C.C. work from Guddu Mirza's house to Muktar Hussain's house in Dhuliyaganj Paichowki.,26-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,700000
21616,Uttar Pradesh,,,,Works_Recommended.csv,21617,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,Work of high mask light near the house of Rajveer son of Shri Veeri Singh in Nagla Gaiya of Block Akola.,26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21617,Uttar Pradesh,,,,Works_Recommended.csv,21618,MISSING_OR_BLANK,,,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Shri Naveen Jain (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"High-mast light installation work near Bhumi Hotel, Taj Mahal Road, Amarlok Colony.",26-Jun-26,,,,NA-Lighting of public spaces,Elected MP,249000
21618,Odisha,,,,Works_Recommended.csv,21619,MISSING_OR_BLANK,,,Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),Dr. Sasmit Patra (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,"Repair and Construction of CC Road from River Embankment to Maa Khageswari Temple At/Po- Samantarapur, G.P- Samantarapur, Block- Rasulpur, Dist- Jajpur.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1000000
21619,Odisha,,,,Works_Recommended.csv,21620,MISSING_OR_BLANK,,,Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),Dr. Sasmit Patra (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,"Repair and Construction of CC Road from Samantarapur G.P office to Nuasahi At/Po- Samantarapur, G.P- Samantarapur, Block- Rasulpr, Dist- Jajpur",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1000000
21620,Odisha,,,,Works_Recommended.csv,21621,MISSING_OR_BLANK,,,Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),Dr. Sasmit Patra (2022-28) (2022-2028),,,,,,,,,,,,,,Normal/Others,"Completion of Samantarapur G.P- Bhaban At/Po- Samantarapur, G.P- Samantarapur, Block- Rasulpur, Dist- Jajpur.",27-Jun-26,,,,NA-Construction of community centers and community halls,Elected MP,1000000
21621,Bihar,,,,Works_Recommended.csv,21622,MISSING_OR_BLANK,,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"PATNA- PATNA SAHIB VIDHAN SABHA WARD NO -56 JAKARIAPUR, MUKHYA SADAK SE NANDU KIRANA KI ORE PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1495000
21622,Bihar,,,,Works_Recommended.csv,21623,MISSING_OR_BLANK,,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"PATNA- PATNA SAHIB VIDHAN SABHA WARD NO -56 JAKARIAPUR, MUNNA MAHTO KE GHAR SE MANOJ JI KE GHAR KI ORE PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1495000
21623,Bihar,,,,Works_Recommended.csv,21624,MISSING_OR_BLANK,,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"PATNA- PATNA SAHIB VIDHAN SABHA WARD NO -56 JAKARIAPUR, PAPPU JI KE GHAR SE ASHOK JI KE GHAR TAK PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1495000
21624,Bihar,,,,Works_Recommended.csv,21625,MISSING_OR_BLANK,,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"PATNA- PATNA SAHIB VIDHAN SABHA WARD NO -56 , OM PRAKASH KE GHAR SE JAIN BATHE STORE KI TARAF PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,995000
21625,Bihar,,,,Works_Recommended.csv,21626,MISSING_OR_BLANK,,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"PATNA- PATNA SAHIB VIDHAN SABHA WARD NO -56 , RANJAN BHAWAN SE MAIN BYPASS ROAD KI TARAF PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,995000
21626,Bihar,,,,Works_Recommended.csv,21627,MISSING_OR_BLANK,,,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"EAST CHMPARAN- PRAKHAND PAHARPUR, PANCHYAT- TEJPURWA , VILL GODAON ME DURGA RAI KE KHET SE BADHALUA BAZAR JANE WALI SADAK KA PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1495000
21627,Bihar,,,,Works_Recommended.csv,21628,MISSING_OR_BLANK,,,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Dr. Dharmshila Gupta (2024-30) (2024-2030),,,,,,,,,,,,,,Normal/Others,"EAST CHMPARAN- PRAKHAND PAHARPUR, PANCHYAT- TEJPURWA , VILL GODAON ME BHOLA SAH KE KHET SE BADHALUA BAZAR JANE KI TARAF KA PCC ROAD.",27-Jun-26,,,,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Elected MP,1495000
